Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,LL Difference Scores,Average Similarity Scores
"What is the meaning of life, the universe, and everything?",It's a joke guys.,I know.,"No, you're not.",Okay.,"So, what is the joke?",What is it?,,16.19279972712199,0.8188139994939169
"What is the meaning of life, the universe, and everything?","It's not that, Kevin. It's just that you're boring me.","I know, I know.","Okay, well, if you want to get back together with Kelly, just tell me. ",Okay.,She's not coming back.,"No, no, no. I don't want to be back together.",,27.168538252512615,0.8384150067965189
"What is the meaning of life, the universe, and everything?",I don't know.,What's the meaning?,"It's just a figure of speech, but I think you're right.",I think you are right. ,"I am right. You are right, I am right, and I am going to raise you to the top.  And I am goin' for a top hat.",You know what?  I think we should do it.,,30.747390906016033,0.8794873158137003
"What is the meaning of life, the universe, and everything?",I don't know.,What is it?,Life.,Is it true that you love your job?,No.,But you love the job.,I love the boss.,14.870732511792864,0.8025146382195609
"What is the meaning of life, the universe, and everything?",The meaning of the word itself.,The word itself is meaningless.,What is it?,It's meaningless. ,What are you doing?,I'm trying to get some of your money back.,I don't know what you're talking about.  I'm not doing anything.  ,19.671346800667898,0.8528602634157453
"What is the meaning of life, the universe, and everything?",Life is a highway to a point where we're all just one big highway at a time.,"No, no, no. Life is a journey.",Life moves us all day long.,"Oh, that's good.","So, you're a mechanic, huh?",Yeah.,,31.11428701877594,0.8410558303197225
"What is the meaning of life, the universe, and everything?","Life is what it is.  And if you don't know that, then you're just ignorant.",I know.,How did you know?,I have a very strong suspicion that you do.,Do you have a strong suspicion?,Yes.,,24.257103045781452,0.8915490408738455
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? I think I'm going to have to take a little break.,"Oh, I'm sorry. I'm really sorry.",I'm gonna have to go.,Okay.,Yeah.,,17.82730209827423,0.828515370686849
"What is the meaning of life, the universe, and everything?",I don't know.,"So, what's the meaning?","Well, I don't think it means anything.",Well...,I think it's a little much.,I can't tell if you're kidding.,,17.26372480392456,0.8359060088793436
"What is the meaning of life, the universe, and everything?",It's not up to me.,"No, no, no. I'm not going to ask you. I just want to know.",Do you want to talk about it?,No.,Okay.,"I'm sorry, I'm sorry.",,17.219981869061787,0.8106635212898254
"What is the meaning of life, the universe, and everything?",It's a mystery.,What are you doing?,I'm just checking my notes.,You're not doing anything?,No.,"Oh, I'm not doing that.","I know, I know.",16.227196999958583,0.8158443995884487
"What is the meaning of life, the universe, and everything?",I think you mean 'the universe'.,I don't know what that means.,"Well, you know what, I think you're right.  I think we're all right.",I'm not really sure what that is.,That's because you don't understand the word.,"Okay, I'm not sure what the meaning is.  Is it the meaning?",,27.745672702789307,0.9293234845002493
"What is the meaning of life, the universe, and everything?",Life.,"I don't know, I don't really know.",Do you think it's possible that you're related to Bob Vance?,No.,"Well, I mean, he's related to the First Lady.","No, no, no.",,23.76212938626607,0.8076995611190796
"What is the meaning of life, the universe, and everything?",I don't know.,"Well, there's no one known for immortality.",What?,The meaning of our lives.,I know.  I know. I know what it means.  It's meaningless.  But I want to know. Is it because of my job or is it because I'm a professional athlete?,Because you're a professional baseball player.,"Oh, right.  Professional baseball player, actually.  You?",33.92620897293091,0.8119584492274693
"What is the meaning of life, the universe, and everything?",I don't know.,What are the meaning?,The meaning of the word itself is unknowable. What is the purpose of life? What is purpose of death? What are the purpose for love? What purpose for birth? What's the purpose... of love?,It's not about the purpose. It's about the meaning.,"Well, the purpose is to make you happy.",I'm not gonna lie to you. I'm not going to lie to her. I don't think I'm gonna lie. I think I might just be lying.,,37.142208894093834,0.8822065889835358
"What is the meaning of life, the universe, and everything?",The meaning of the word itself is unknowable.,"Well, that's a very good point.","But, the meaning is not unknowable, it's just a different word for the same thing.",It's not.,"Yes, it is.","I think it's a little confusing, because I don't know the meaning.",,25.419919729232788,0.8817916611830393
"What is the meaning of life, the universe, and everything?",It's a mystery.,"Oh, right.","I mean, what's the meaning?",What is it?,I don't know.,What's the point?,,14.824312845865885,0.8174246946970621
"What is the meaning of life, the universe, and everything?",I think you're asking too much.,I'm not asking too hard.,"Well, what is the point of asking a loaded question?",What is a loaded Question?,How do you know that he's loaded?,Well I know that you're loaded.,,21.72211201985677,0.9020708700021108
"What is the meaning of life, the universe, and everything?",The meaning of the word itself is unknowable. What is the purpose of life is unknowability.,The purpose of the universe is unknowableness.,What is it?,It's the purpose.,That's the point.,I'm not sure what the point is.,,21.97305504480998,0.8820407688617706
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? I think I know what the meaning is.,"No, you don't.",I think I do.,"Ok, just listen.",Okay.,,18.86822525660197,0.8737941781679789
