Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,LL Difference Scores,Average Similarity Scores
"What is the meaning of life, the universe, and everything?",I think I know what it is.,It's a joke.,What's the meaning?,"Well, the point is, the joke is that you're being ridiculous.",Well...,"The point is that, it's a stupid joke. You're being a stupid idiot.",,20.667200565338135,0.8302802642186483
"What is the meaning of life, the universe, and everything?","Well, what is the point of life?",I don't know.,What is your point?,What?,You know what? I think you're right.,I think you are right. ,,15.319451570510864,0.909748504559199
"What is the meaning of life, the universe, and everything?",I don't know.,"I know. I know.  I know, I know...",I'm sorry.,It's okay.,"Oh, I'm sorry, I...","No, I don't think that's what he said.",,18.677639881769817,0.8251933256785074
"What is the meaning of life, the universe, and everything?",I don't know.,What is it?,It's a mystery.,"Well, it's not a mystery at all.",I have no idea.,That's what she said.,,14.164853890736898,0.8520411252975464
"What is the meaning of life, the universe, and everything?",It's not a question.,"Well, I'm gonna answer it.",Yes.,What are you gonna do?,I'm gonna go to the bathroom.,"Okay, okay.",,16.304539283116657,0.7913647790749868
"What is the meaning of life, the universe, and everything?",I think you're right.,What are the meaning?,The meaning of our lives.,"The way we live our lives, the way we work our lives...",What is that?,That's what I said.,,21.072363535563152,0.8606096009413401
"What is the meaning of life, the universe, and everything?","Well, I don't know, I just know.",Well...,What are the meaning?,"I don't, I didn't think I did.","Okay, well, it's just, it doesn't seem like you're really interested in what's going on.","No, no, no. I'm not really interested.",,25.634486198425293,0.8571529885133108
"What is the meaning of life, the universe, and everything?",The meaning of the word life.,"The point is, you have to have a life to live.","No, no, no.",I don't think you can say that.,It's not a question.,Okay.,,20.861175696055096,0.8074168463548025
"What is the meaning of life, the universe, and everything?","You know, it's not a question of what we do, it is a question about what we think.","Well, I don't know. I mean, it seems like you have a very good point.",I don't think I do.,It's a question.,What do you think?,I think you're right.,,25.83592716852824,0.8723608454068502
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? I don't think I have a good answer.,What is your question?,Do you think you have a better answer than Michael Scott?,"No, no, no.",No.,,20.27850552399953,0.8839269876480103
"What is the meaning of life, the universe, and everything?",What is it?,The meaning of our lives.,What?,"Well, I don't know, it's just something that I've been pondering.",Do you have a question?,"No. Beneficial effects, yes.",,22.123358488082886,0.8342899978160858
"What is the meaning of life, the universe, and everything?",I don't know.,"It's like, what's the meaning?",What is it?,The meaning of the universe.,"I'm sorry, I don't understand</...",I think you're underestimating the importance of the human spirit.,,20.879757404327393,0.7662705183029175
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? I'm gonna go ahead and say that I think that you should just quit.,"Well, I'm not quitting.","No, I mean, I can't quit. I can. I have a job, I have kids, I... I have... I'm... I can go to sales. I'm in the... I'll be in the sales department.",I can't.,"Oh, well, you know what, I think you should quit. You know what you can do? You can...",,37.91271702448527,0.9226851264635721
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? You're right. I should have taken a more personal look at it.,"No, no, no. I'm not going to do that.","Ok, well, then I will just go back to my desk.",Okay.,"So, what's the problem?",What's the issue?,21.88885280064174,0.8445318937301636
"What is the meaning of life, the universe, and everything?",What's the meaning?,It's a mystery.,What are you doing?,I am trying to figure out what's going on.,"Well, I don't know.",I think you should go.,,15.211856126785278,0.8603947758674622
"What is the meaning of life, the universe, and everything?",I don't know.,Do you know what the meaning is of life?,Do I know what it is?,No.,What is it?,What's the meaning?,,14.252141197522482,0.8434379498163859
"What is the meaning of life, the universe, and everything?","Well, I don't know.",I don't want to know. I don'I don' I don-',What are you doing?,I'm not doing anything.,What?,You're doing nothing.,,19.39437786738078,0.8836416204770406
"What is the meaning of life, the universe, and everything?",It's just a question.,"So, how long have you known that you love me?",I have known that for a long time.,What?,About a year and a half.,I'm sorry.,,20.272802273432415,0.7742204566796621
"What is the meaning of life, the universe, and everything?",The meaning of the universe.,What?,I don't know.,"The universe, the meaning, the nature of things.","Well, what is the purpose of life?",Well...,,19.555081288019817,0.8201691011587778
"What is the meaning of life, the universe, and everything?","Well, I guess I have a question for you.",You don't have a good answer.,"No, I don't.",What are you gonna do with all this paper?,I'm gonna write it down.,"All right, you know what? I'm gonna throw it away.",,19.250988006591797,0.9153222242991129
