Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,LL Difference Scores,Average Similarity Scores
"What is the meaning of life, the universe, and everything?",I don't think it's that simple.,"Well, then you're not interested.",I'm not interested in any of those things.,What about you?,What do you mean?,What?,You're not interesting.,17.095970971243723,0.9111261963844299
"What is the meaning of life, the universe, and everything?",What is a question?,How many squares of toilet paper go around the waist?,How do you know?,I have the answer.,But how do you feel?, I feel good.,How did you feel when you got the answer?,22.847567422049387,0.8510855776923043
"What is the meaning of life, the universe, and everything?",What is life?,"The meaning of the word itself, itself, is itself. What is the purpose of life?",The purpose of the meaning is itself. What is purpose of purpose?,What?,I don't understand.,"The point is that if you don't like it, then you can leave.",What do you mean?,24.0982175554548,0.8942248395511082
"What is the meaning of life, the universe, and everything?",What is life?,The meaning of the word itself is unknowable.,What's the meaning?,It's just a way of looking at it.,Is there a meaning to this?,"Yes, yes, yes.","You're saying it's the same as saying,'I'm not the same person '?",18.598028114863805,0.8374310902186802
"What is the meaning of life, the universe, and everything?",What is life?,"The meaning of the word itself, itself, is itself.",What's the meaning?,It's the universe's purpose to destroy you.,How does it destroy me?,How do you know that?,I don't know what it is.,21.276397705078125,0.8913062725748334
"What is the meaning of life, the universe, and everything?","It's a question of whatJunji Ito thinks about life, the universe, and everything.",I'm not answering that.,What is life?,It is a mystery.,Why do you ask?,Because I want to know what life is like.,I have no idea what you're asking.,23.693705558776855,0.8455233318465096
"What is the meaning of life, the universe, and everything?",What is life?,What's the meaning?,I am the universe.,"Okay, so you're saying that there is life?",There is no god.,What?,That's the joke.,17.873831612723215,0.8339611291885376
"What is the meaning of life, the universe, and everything?",What is life?,It's not a question.,What's life? What's the meaning?,I don't know.,So what is life then?,The meaning of the word is unknowable.,I do not know.,17.90989691870553,0.8327397789273944
"What is the meaning of life, the universe, and everything?",What is a person?,I'm not talking about me.,What's the meaning?,The meaning of the word itself.,The word itself?,What?,I know the meaning.,16.25685719081334,0.8527769190924508
"What is the meaning of life, the universe, and everything?",What is life?,I don't know.,What's life? I'm not familiar with it.,I'm not a physics major.,"I think you meant to say, What is life.",Yes.,Are you a physics student?,20.913390602384293,0.8557197536740985
"What is the meaning of life, the universe, and everything?",What is life?,I don't know.,What's life? What's the universe?,What are you talking about?,I can't even.,"It's not a game, it's a lifestyle!",I've been playing since the first game.,16.283911091940745,0.8469189746039254
"What is the meaning of life, the universe, and everything?",What is life?,It's not a question.,It is not a matter of asking.,How do I know you're not a robot?,I am not a bot.,You are not a computer.,I do not know you.,16.174819537571498,0.8701179368155343
"What is the meaning of life, the universe, and everything?","The meaning of the Universe is that it is the universe, the universe itself, and the universe.","I'm sorry, is that supposed to be a joke?",I thought the universe was a joke.,It is.,I am so confused.,"Okay, let's just go.","This is a joke, right?",24.06857258932931,0.8264135377747672
"What is the meaning of life, the universe, and everything?",What is life?,The meaning of the word itself.,What's the meaning?,It's just that you said it sounds stupid.,"I'm not saying it's stupid, I'm saying it sounds like it.",I think you're saying that the word'sounds' stupid. ,I don't think it's that stupid.,26.88116114480155,0.9013041768755231
"What is the meaning of life, the universe, and everything?",What is life?,It's not a question.,Life is not a finite number.,"I'm not talking about numbers.  Life is a multi-function computer system.  It has a purpose.  A computer does not have a purpose, it has a way.  But it does have a way, because it has parameters.  And parameters are...  ordered.  So order is order.  You can order a pizza, or a hamburger, or...",So order?,Order.,Why do you want to order pizza?,46.749516010284424,0.8568353823253086
"What is the meaning of life, the universe, and everything?",I love this quote. I love this. I want to be a part of it.,You know what? I'm not going to do that. I'm going to tell you what it is. It's a disease. It happens in a very small number of people and it is very illogical. And it is something that has to happen to all of us.,You are a horrible person.,"I'm not a horrible people person. I just... I... I just, I just like to have fun.",I am a horrible human.,"No, no, no. You are a good person. You're a... a very good human being.",What is this is a good human,46.43304361615862,0.9096049070358276
"What is the meaning of life, the universe, and everything?","I don't know what the meaning is of life, the universe, and everything.",I think you mean 'the universe'.,I like to think that we're all just living in a simulation.,That's not how it works.,"If we're not living in the simulation, then we're living in reality.","No, that's not the way it works, because we're just people.","You're not actually living in this simulation, you're just living.",27.092429297310964,0.91241283927645
"What is the meaning of life, the universe, and everything?",I have no idea what that means.,"I mean, you know, there's no known cure for stupidity.",I don't know what that is.,"It's the measles, the mumps, the cholera, all of the fungal infection.",What is this?,I'm not sure.,Is that a virus?,25.29928343636649,0.8223672168595451
"What is the meaning of life, the universe, and everything?",I don'tcox,I just don't understand why excessive talking can lead to depression.,I can't tell if you're joking or not.,I'm not joking.,Are you joking?,I have depression. I have anxiety. I'm constantly depressed. I even call myself 'faggie'.,I feel like you're not joking.,31.321841376168386,0.8527849316596985
"What is the meaning of life, the universe, and everything?",I'm not sure what you mean.,Life is a highway to a point where you die.,What's the meaning?,I don't know.  I just don't.,Why don't you?,It's just that I don't feel good about spending my time with you.,I have a question. Why do you? Why do I feel bad?,25.723207337515696,0.8618020670754569
