Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,LL Difference Scores,Average Similarity Scores
"What is the meaning of life, the universe, and everything?",The meaning of the universe.,I don't know what that means.,"Well, it's a pretty simple question.  If you're in a relationship with somebody who has a good sense of humor, and you find yourself laughing flames all the time, how do you know they're a good person?",I'm not.,You're not a good friend.,Yes.,,36.15941389401754,0.856309841076533
"What is the meaning of life, the universe, and everything?",The meaning of my life is to make myself feel better.,What is my life?,It's a series of tubes.,"Okay, so you're not really interested in what we have here?",I'm not really.,"Well, then why don't you tell me what you really want?",,24.65745464960734,0.8661337792873383
"What is the meaning of life, the universe, and everything?",I don't know.,Is there a meaning to life?,What is there to say?,Are you asking me to make a statement or are you inviting me to a party?,No.,Are we having fun?,,19.634541869163513,0.8217703600724539
"What is the meaning of life, the universe, and everything?",I don't know.,Is there a meaning to life?,No.,What is love?,"What's love? What is love, what is love...",I love you.,,16.53033419450124,0.83165775736173
"What is the meaning of life, the universe, and everything?",What is your question?,"The universe, the...",What?,"I'm sorry, I thought you were asking me a question.",I was.,"Yes, you were.",,17.983028650283813,0.827657033999761
"What is the meaning of life, the universe, and everything?",I don't know.,Do you have any idea what the meaning is of life?,"Well, I don't think I do.",What do you think?,Do I think that we should go back to the time when we were so busy being friends?,No.,,23.97499692440033,0.8683034976323446
"What is the meaning of life, the universe, and everything?",I don't know.,I just think you should know that I am going to be taking my medicine.,"Oh, no, no.","No, no! No! No. No.","Well, I am taking my meds.",You're not taking your meds?,,21.045427799224854,0.8421631356080373
"What is the meaning of life, the universe, and everything?",I don't know.,"What do you mean, the meaning?",The meaning of the universe.,I'm not asking you anything.,The universe. The meaning of things.,"Do you want to know the meaning, or the meaningless?",,20.283931255340576,0.7792061666647593
"What is the meaning of life, the universe, and everything?",I don't know.,You know what? I'm going to ask you a question.,"No, I'm not.",I'm going.,"Yeah, I am.",Okay.,,16.034704049428303,0.884697029987971
"What is the meaning of life, the universe, and everything?",It's not a question.,You said you were going to answer it.,I'm not going to.,Then why are you still here?,I don't know.,Why are you here? ,,16.93272829055786,0.9107828438282013
"What is the meaning of life, the universe, and everything?",The meaning of your life is to be the best you can be.,That's a great question.  What's the meaning?,I don't know.  I don't think I can answer it.,I can't answer it?,You can't.,Yes you can.,,23.40909417470296,0.9214988152186075
"What is the meaning of life, the universe, and everything?",I don't know.,What is love?,What are you doing?,You know what? I don't care what you think. I'm not going to fire you.,I'm not firing you. I just don't want to see you suffer.,Why would you fire me?,,19.568536917368572,0.9048755466938019
